emaFast,emaSlow,stLen,stMult,stRsiLen,volLen,volMult,minScore,minBars,2024_n,2024_wr,2024_pnl,2024_pf,2024_avgW,2024_avgL,2024_maxDD,2024_score,2025_n,2025_wr,2025_pnl,2025_pf,2025_avgW,2025_avgL,2025_maxDD,2025_score,2026_n,2026_wr,2026_pnl,2026_pf,2026_avgW,2026_avgL,2026_maxDD,2026_score,total_score,total_pnl
9,34,10,2.0,14,14,1.2,5,3,519,55.1,-7.08,0.99,2.013,-2.501,-74.5,-0.1437,456,52.4,-87.62,0.85,2.102,-2.718,-154.97,-0.7291,223,57.4,20.87,1.1,1.839,-2.259,-22.29,1.5472,0.6743999999999999,-73.83
9,21,7,3.0,14,14,1.2,5,3,533,56.7,36.91,1.06,2.044,-2.512,-44.57,1.3498,464,48.9,-151.29,0.76,2.16,-2.708,-170.42,-1.0045,238,56.3,7.65,1.03,1.782,-2.222,-37.09,0.3241,0.6694000000000002,-106.72999999999999
9,21,10,2.0,10,14,1.5,5,5,461,54.2,-15.31,0.97,2.045,-2.495,-79.33,-0.2855,426,53.3,-79.77,0.85,2.027,-2.713,-134.15,-0.771,198,57.6,20.94,1.11,1.799,-2.193,-20.31,1.7246,0.6680999999999999,-74.14
9,34,10,2.0,10,20,1.2,6,5,99,55.6,1.47,1.01,2.059,-2.54,-20.89,0.1061,69,58.0,11.63,1.15,2.259,-2.716,-17.96,1.1113,35,48.6,-11.82,0.7,1.646,-2.212,-21.06,-0.5597,0.6577000000000001,1.2800000000000011
9,34,14,2.0,10,20,1.5,5,5,433,54.0,-19.99,0.96,2.048,-2.509,-72.82,-0.4005,397,55.2,-45.43,0.91,2.012,-2.731,-97.87,-0.6463,190,56.8,23.12,1.13,1.886,-2.202,-23.05,1.7016,0.6548,-42.3
9,21,7,3.0,14,14,1.5,5,5,450,57.3,34.59,1.07,1.992,-2.496,-42.18,1.3512,403,51.1,-97.3,0.82,2.115,-2.706,-130.01,-0.9175,201,54.7,4.69,1.02,1.86,-2.197,-32.99,0.2183,0.6519999999999999,-58.019999999999996
13,21,14,2.0,10,14,1.5,4,5,623,57.3,59.7,1.09,2.043,-2.518,-54.56,1.8409,624,53.0,-137.58,0.83,2.048,-2.783,-152.24,-1.1422,303,54.8,-1.6,0.99,1.825,-2.223,-49.6,-0.0486,0.6500999999999999,-79.48
9,34,7,3.0,14,20,1.5,5,5,434,55.5,1.68,1.0,2.016,-2.509,-48.75,0.0527,393,52.4,-82.56,0.84,2.043,-2.692,-115.0,-0.9069,187,56.7,22.08,1.12,1.888,-2.198,-24.9,1.5018,0.6476,-58.8
9,21,7,2.0,10,20,1.5,5,3,503,55.7,8.49,1.02,2.042,-2.526,-55.68,0.2367,445,53.7,-67.64,0.88,2.071,-2.731,-112.2,-0.808,219,57.5,19.42,1.09,1.789,-2.215,-26.56,1.215,0.6437,-39.73
13,21,10,3.0,14,20,1.2,6,5,108,55.6,-3.0,0.98,1.952,-2.502,-30.91,-0.1427,71,59.2,14.25,1.18,2.21,-2.71,-22.49,1.1402,30,50.0,-4.19,0.87,1.928,-2.207,-13.85,-0.3695,0.6280000000000001,7.06
13,21,14,3.0,14,14,1.5,5,3,478,56.3,47.06,1.09,2.117,-2.499,-52.86,1.4885,436,51.1,-95.19,0.83,2.158,-2.706,-124.36,-0.9581,219,54.8,2.32,1.01,1.848,-2.217,-36.59,0.0967,0.6271,-45.809999999999995
9,21,14,3.0,14,20,1.2,6,5,106,56.6,-0.06,1.0,1.915,-2.499,-27.4,-0.0031,67,58.2,13.37,1.18,2.289,-2.711,-23.91,0.9992,30,50.0,-4.19,0.87,1.928,-2.207,-13.85,-0.3695,0.6266,9.119999999999997
9,21,14,2.0,14,20,1.2,4,5,631,57.5,57.29,1.08,2.027,-2.532,-48.48,1.9778,628,52.7,-142.66,0.83,2.062,-2.778,-157.94,-1.1337,316,54.1,-6.6,0.98,1.834,-2.208,-42.36,-0.2299,0.6142000000000001,-91.97
13,21,10,2.0,10,14,1.5,6,3,83,57.8,13.18,1.15,2.106,-2.512,-27.83,0.8296,64,56.2,2.7,1.04,2.146,-2.663,-24.64,0.1707,29,51.7,-4.8,0.85,1.749,-2.217,-14.26,-0.4033,0.597,11.079999999999998
9,21,10,2.0,14,20,1.2,4,5,631,57.4,60.79,1.09,2.049,-2.531,-48.65,2.0988,630,52.5,-138.9,0.83,2.085,-2.773,-157.61,-1.112,316,53.8,-13.23,0.96,1.823,-2.213,-48.95,-0.3907,0.5961000000000001,-91.34000000000002
9,34,7,2.0,10,14,1.2,4,5,628,56.2,36.47,1.05,2.074,-2.53,-69.29,0.8529,623,53.3,-110.23,0.86,2.096,-2.77,-144.94,-0.9995,306,57.2,15.36,1.05,1.754,-2.226,-33.7,0.7327,0.5861,-58.400000000000006
13,34,7,3.0,14,20,1.2,5,3,510,54.5,-9.11,0.98,2.072,-2.522,-76.81,-0.178,439,50.3,-114.0,0.81,2.166,-2.719,-133.81,-1.0268,226,58.4,29.81,1.14,1.797,-2.206,-29.19,1.7893,0.5845,-93.3
9,21,7,2.0,14,20,1.2,4,5,630,57.3,61.02,1.09,2.054,-2.529,-52.05,1.9717,627,52.3,-140.64,0.83,2.095,-2.768,-159.83,-1.1056,317,54.3,-9.35,0.97,1.812,-2.214,-45.07,-0.304,0.5621,-88.96999999999997
13,21,14,2.0,14,20,1.2,5,5,469,54.2,-5.28,0.99,2.087,-2.491,-56.04,-0.1412,418,55.3,-44.09,0.91,1.989,-2.693,-106.31,-0.582,201,56.7,16.47,1.09,1.833,-2.213,-20.89,1.2803,0.5571,-32.900000000000006
9,34,10,3.0,14,14,1.5,5,5,445,55.7,19.53,1.04,2.045,-2.476,-57.19,0.5435,401,52.6,-76.52,0.85,2.073,-2.705,-111.65,-0.8823,196,56.1,14.32,1.08,1.853,-2.204,-25.97,0.8912,0.5524,-42.669999999999995
13,21,14,2.0,10,20,1.2,4,5,631,57.1,51.32,1.08,2.042,-2.523,-59.47,1.433,630,52.1,-171.31,0.8,2.037,-2.779,-186.65,-1.1049,312,55.4,5.16,1.02,1.802,-2.206,-36.77,0.2159,0.544,-114.83000000000001
9,34,14,2.0,10,20,1.2,6,3,102,55.9,3.92,1.03,2.07,-2.535,-23.2,0.2613,72,56.9,11.25,1.13,2.327,-2.714,-23.01,0.8335,35,45.7,-14.42,0.65,1.694,-2.185,-23.66,-0.5561,0.5387,0.75
13,34,7,3.0,14,20,1.2,6,3,111,55.9,5.07,1.04,2.071,-2.517,-35.11,0.2279,82,57.3,12.05,1.13,2.268,-2.701,-28.44,0.7257,31,48.4,-6.71,0.81,1.928,-2.226,-18.45,-0.4154,0.5382,10.41
13,34,10,2.0,10,14,1.2,4,5,626,55.3,21.45,1.03,2.103,-2.523,-85.98,0.3945,619,52.0,-158.89,0.81,2.048,-2.755,-176.8,-1.0948,296,57.8,25.43,1.09,1.788,-2.243,-34.52,1.232,0.5317000000000001,-112.00999999999999
9,21,14,2.0,10,14,1.2,6,5,107,54.2,3.48,1.03,2.17,-2.498,-28.3,0.1881,76,57.9,10.17,1.12,2.178,-2.677,-20.8,0.8243,37,48.6,-10.07,0.76,1.739,-2.177,-22.5,-0.4821,0.5303,3.58
13,21,10,2.0,10,20,1.5,5,5,449,53.9,-31.16,0.94,2.018,-2.51,-84.76,-0.5257,404,55.4,-34.66,0.93,2.024,-2.712,-91.07,-0.5437,195,56.4,20.26,1.11,1.872,-2.184,-20.98,1.5985,0.5291000000000001,-45.55999999999999
13,34,10,3.0,14,14,1.2,5,3,522,55.4,13.56,1.02,2.064,-2.502,-80.02,0.2661,448,51.1,-97.44,0.84,2.167,-2.71,-125.51,-0.9729,228,57.9,21.87,1.1,1.78,-2.22,-29.86,1.234,0.5272,-62.00999999999999
13,34,14,2.0,10,20,1.2,4,5,633,55.3,17.43,1.02,2.084,-2.515,-103.57,0.2651,617,52.4,-150.81,0.81,2.048,-2.763,-165.94,-1.1208,302,57.6,22.39,1.08,1.768,-2.229,-26.56,1.3812,0.5255,-110.99
9,34,14,3.0,10,14,1.5,5,3,478,54.6,16.33,1.03,2.143,-2.502,-76.67,0.3348,440,51.8,-88.81,0.85,2.142,-2.722,-117.24,-0.9648,214,57.0,19.03,1.09,1.825,-2.213,-27.44,1.1485,0.5185000000000001,-53.45
13,34,10,3.0,14,14,1.2,6,5,112,53.6,3.04,1.02,2.206,-2.487,-27.78,0.166,83,59.0,9.96,1.11,2.096,-2.728,-29.79,0.5699,29,51.7,-2.33,0.92,1.913,-2.216,-14.03,-0.2178,0.5181,10.67
13,21,14,2.0,10,20,1.2,6,3,105,56.2,3.39,1.03,2.034,-2.535,-23.2,0.2253,76,57.9,13.95,1.16,2.308,-2.737,-29.39,0.8405,34,47.1,-11.93,0.69,1.694,-2.168,-21.17,-0.5494,0.5164000000000001,5.41
9,21,14,2.0,10,20,1.2,6,5,104,55.8,-0.01,1.0,2.011,-2.536,-20.89,-0.0008,76,57.9,14.88,1.17,2.317,-2.721,-25.07,1.0554,34,47.1,-11.93,0.69,1.694,-2.168,-21.17,-0.5494,0.5052,2.9400000000000013
13,21,10,2.0,10,14,1.2,5,3,533,54.0,-22.49,0.96,2.064,-2.518,-91.41,-0.3612,480,53.5,-76.84,0.87,2.066,-2.726,-127.54,-0.8018,231,57.6,25.08,1.12,1.821,-2.215,-25.44,1.6674,0.5044,-74.25
9,34,10,3.0,14,14,1.5,4,3,722,55.1,1.79,1.0,2.04,-2.501,-101.75,0.0271,704,52.1,-141.37,0.85,2.145,-2.755,-181.49,-0.9991,329,56.5,21.8,1.07,1.835,-2.235,-23.8,1.4694,0.49740000000000006,-117.78000000000002
9,34,10,2.0,10,14,1.5,6,3,80,57.5,10.8,1.13,2.09,-2.511,-27.83,0.6646,62,56.5,4.21,1.06,2.172,-2.66,-21.89,0.3045,30,50.0,-7.29,0.78,1.749,-2.235,-16.75,-0.482,0.4871,7.7200000000000015
9,34,7,3.0,14,20,1.2,4,3,725,55.6,8.12,1.01,2.02,-2.503,-103.76,0.1218,704,51.1,-164.45,0.83,2.18,-2.759,-192.16,-1.0638,335,55.8,18.28,1.06,1.865,-2.233,-20.11,1.4241,0.48209999999999986,-138.04999999999998
9,21,10,3.0,10,20,1.5,5,3,482,56.4,29.36,1.06,2.058,-2.525,-48.67,0.9759,429,50.8,-104.66,0.82,2.142,-2.709,-138.49,-0.9244,218,56.4,9.14,1.04,1.779,-2.207,-34.12,0.425,0.4765,-66.16
13,34,10,3.0,14,14,1.2,6,3,117,52.1,-2.85,0.98,2.237,-2.487,-35.33,-0.1168,84,59.5,13.83,1.15,2.132,-2.728,-25.92,0.9416,30,50.0,-4.73,0.86,1.913,-2.228,-16.43,-0.3493,0.4755,6.25
13,21,10,3.0,10,14,1.5,4,5,628,56.5,16.91,1.02,1.998,-2.536,-84.56,0.317,620,52.3,-157.57,0.81,2.033,-2.757,-184.19,-1.0454,284,57.7,20.9,1.08,1.757,-2.227,-28.71,1.1963,0.46789999999999976,-119.75999999999999
13,34,7,2.0,14,20,1.5,6,3,82,56.1,10.07,1.11,2.194,-2.524,-24.16,0.6943,54,55.6,2.08,1.03,2.255,-2.732,-21.56,0.1482,19,47.4,-6.03,0.73,1.799,-2.222,-16.03,-0.3802,0.46230000000000004,6.12
13,34,10,3.0,14,14,1.5,5,3,473,55.4,25.36,1.05,2.114,-2.505,-57.05,0.7115,422,52.1,-74.92,0.86,2.164,-2.727,-110.1,-0.8864,215,56.3,12.17,1.06,1.823,-2.217,-30.62,0.6367,0.4618000000000001,-37.39
9,21,14,2.0,10,20,1.2,5,5,473,56.2,28.77,1.06,2.058,-2.505,-52.49,0.8867,436,54.1,-77.37,0.86,1.974,-2.717,-116.84,-0.8679,208,55.8,8.56,1.04,1.819,-2.201,-30.5,0.4412,0.46,-40.040000000000006
13,21,10,2.0,14,20,1.5,6,5,85,56.5,4.13,1.04,2.024,-2.514,-25.15,0.258,58,56.9,6.12,1.09,2.256,-2.733,-23.33,0.4302,19,52.6,-2.15,0.89,1.727,-2.157,-11.69,-0.2299,0.45830000000000004,8.1
9,34,10,2.0,10,14,1.2,6,5,102,53.9,4.96,1.04,2.226,-2.5,-28.3,0.2716,70,58.6,7.81,1.1,2.094,-2.691,-19.25,0.6725,37,48.6,-10.86,0.74,1.739,-2.219,-23.29,-0.4935,0.45059999999999995,1.9100000000000001
13,21,7,2.0,10,20,1.5,5,3,493,54.8,-11.57,0.98,2.043,-2.525,-71.48,-0.242,432,54.6,-41.67,0.92,2.091,-2.73,-95.79,-0.6139,214,57.5,21.23,1.11,1.812,-2.216,-27.32,1.3044,0.4485,-32.010000000000005
9,21,7,2.0,10,14,1.5,5,3,504,56.0,25.66,1.05,2.074,-2.519,-57.37,0.717,452,53.5,-65.1,0.89,2.102,-2.732,-110.25,-0.7965,217,56.7,9.63,1.05,1.781,-2.227,-29.12,0.5239,0.4444,-29.809999999999995
13,21,7,3.0,14,20,1.5,5,5,441,55.8,2.16,1.0,1.999,-2.511,-52.94,0.0627,393,51.9,-88.52,0.83,2.051,-2.682,-120.34,-0.9147,189,56.1,20.64,1.11,1.911,-2.192,-26.82,1.2893,0.4372999999999999,-65.72
9,34,14,3.0,14,20,1.5,5,3,464,55.0,6.05,1.01,2.09,-2.522,-45.75,0.2027,429,51.7,-89.08,0.84,2.125,-2.709,-122.0,-0.9245,209,56.5,17.86,1.09,1.861,-2.216,-25.29,1.1572,0.4354,-65.17
9,21,7,3.0,14,20,1.5,4,3,719,56.3,26.27,1.03,2.013,-2.513,-76.44,0.5479,705,52.3,-147.97,0.84,2.109,-2.757,-174.95,-1.0764,330,56.4,20.09,1.06,1.857,-2.259,-33.7,0.9611,0.4326,-101.61
9,34,14,3.0,10,20,1.5,5,3,472,55.5,17.9,1.03,2.087,-2.518,-58.23,0.4858,431,52.0,-84.98,0.85,2.136,-2.721,-112.67,-0.9647,212,56.6,17.89,1.09,1.838,-2.203,-32.52,0.9095,0.4306,-49.19000000000001
9,34,10,3.0,14,20,1.2,6,3,113,54.9,-1.62,0.99,2.028,-2.497,-31.19,-0.0769,76,57.9,12.65,1.15,2.267,-2.722,-21.68,1.0089,32,46.9,-8.79,0.77,1.928,-2.218,-18.45,-0.5091,0.42289999999999994,2.240000000000002
9,34,7,3.0,14,14,1.5,5,5,443,56.2,18.52,1.04,2.011,-2.485,-52.96,0.5568,402,52.0,-90.21,0.83,2.069,-2.708,-118.51,-0.9493,198,56.1,13.12,1.07,1.845,-2.203,-25.97,0.8109,0.4183999999999999,-58.57
13,34,7,2.0,14,20,1.5,6,5,80,56.2,8.42,1.1,2.152,-2.526,-24.16,0.5726,54,55.6,2.08,1.03,2.255,-2.732,-21.56,0.1482,18,50.0,-3.64,0.82,1.799,-2.203,-13.63,-0.3043,0.4165,6.859999999999999
13,21,10,2.0,14,20,1.5,6,3,87,56.3,5.57,1.06,2.062,-2.512,-25.15,0.3523,58,56.9,6.12,1.09,2.256,-2.733,-23.33,0.4302,20,50.0,-4.54,0.79,1.727,-2.181,-13.67,-0.3676,0.4149,7.150000000000001
9,34,10,2.0,10,20,1.2,5,3,508,55.5,9.21,1.02,2.042,-2.507,-63.98,0.2241,456,53.7,-66.11,0.89,2.089,-2.739,-110.14,-0.8098,221,57.0,19.19,1.09,1.832,-2.227,-31.87,1.0,0.4143,-37.709999999999994
9,34,14,3.0,14,20,1.2,5,3,509,54.8,7.37,1.01,2.094,-2.508,-54.19,0.2093,445,51.2,-100.15,0.83,2.141,-2.711,-123.42,-1.01,226,57.1,19.67,1.09,1.814,-2.209,-26.78,1.2144,0.41369999999999996,-73.11
13,34,14,2.0,10,14,1.2,4,5,628,55.6,22.98,1.03,2.081,-2.521,-86.34,0.4228,624,51.9,-168.36,0.8,2.036,-2.76,-185.74,-1.0912,297,57.9,22.41,1.08,1.761,-2.244,-34.55,1.0754,0.40700000000000003,-122.97000000000003
13,21,10,3.0,14,14,1.5,5,5,450,56.0,23.06,1.05,2.038,-2.478,-59.52,0.6224,403,51.6,-89.5,0.83,2.099,-2.698,-125.44,-0.8906,197,55.8,12.89,1.07,1.856,-2.198,-30.81,0.674,0.40580000000000005,-53.55
13,34,10,3.0,14,20,1.2,5,3,513,54.6,-8.46,0.99,2.065,-2.518,-74.67,-0.1704,437,51.3,-93.47,0.84,2.163,-2.714,-124.61,-0.9435,224,58.0,25.74,1.12,1.793,-2.206,-29.19,1.5152,0.4013,-76.19000000000001
13,21,10,3.0,10,14,1.2,4,5,631,55.6,-10.47,0.99,1.99,-2.532,-106.82,-0.1489,633,52.0,-171.09,0.8,2.022,-2.751,-206.64,-0.9961,286,58.0,20.9,1.08,1.734,-2.225,-22.09,1.5421,0.3971,-160.66
9,21,7,2.0,14,14,1.2,4,5,631,56.9,49.98,1.07,2.052,-2.525,-55.98,1.4763,632,52.4,-144.19,0.83,2.085,-2.772,-170.57,-1.0593,310,54.8,-0.59,1.0,1.831,-2.227,-43.99,-0.0202,0.39680000000000004,-94.80000000000001
9,34,14,3.0,14,14,1.2,6,5,110,53.6,4.4,1.03,2.219,-2.481,-23.82,0.282,81,59.3,8.02,1.09,2.05,-2.738,-27.36,0.4906,30,50.0,-4.42,0.87,1.913,-2.207,-14.24,-0.3766,0.39599999999999996,8.0
9,34,14,3.0,10,14,1.2,4,5,627,55.8,-3.8,0.99,1.992,-2.531,-82.93,-0.0702,628,51.4,-169.28,0.8,2.075,-2.753,-199.7,-1.0197,285,58.6,29.71,1.11,1.739,-2.21,-34.37,1.4836,0.39369999999999994,-143.37
9,21,10,2.0,14,14,1.2,5,3,537,56.2,18.58,1.03,2.013,-2.507,-49.84,0.5891,474,52.3,-93.21,0.85,2.103,-2.72,-145.69,-0.8212,234,56.4,10.21,1.04,1.815,-2.249,-25.73,0.6237,0.39159999999999995,-64.41999999999999
13,21,14,2.0,10,14,1.2,6,3,109,54.1,4.15,1.03,2.19,-2.502,-30.61,0.2089,76,57.9,9.24,1.11,2.169,-2.693,-23.67,0.655,37,48.6,-10.07,0.76,1.739,-2.177,-22.5,-0.4821,0.38180000000000003,3.3200000000000003
13,34,7,3.0,14,20,1.2,4,3,724,56.1,13.42,1.02,1.998,-2.509,-104.8,0.2013,698,50.7,-173.78,0.82,2.184,-2.752,-190.67,-1.1157,336,56.0,18.23,1.06,1.858,-2.237,-22.18,1.2938,0.3794000000000002,-142.13000000000002
9,21,10,2.0,10,20,1.5,4,5,634,57.6,51.08,1.08,2.003,-2.528,-48.9,1.7343,625,52.8,-132.4,0.84,2.087,-2.783,-159.01,-1.0605,311,54.3,-9.56,0.97,1.806,-2.217,-46.96,-0.2984,0.37539999999999996,-90.88000000000001
9,34,14,3.0,14,14,1.2,5,3,519,55.3,18.6,1.03,2.079,-2.492,-69.0,0.4259,460,50.7,-119.06,0.81,2.132,-2.713,-145.17,-0.9898,230,57.0,15.74,1.07,1.798,-2.221,-27.36,0.9334,0.36949999999999994,-84.72000000000001
9,21,7,3.0,14,20,1.5,5,5,443,56.4,7.81,1.02,1.972,-2.514,-42.34,0.2865,391,51.7,-87.5,0.83,2.08,-2.686,-120.52,-0.9038,192,55.7,17.37,1.09,1.905,-2.193,-29.0,0.9858,0.36849999999999994,-62.31999999999999
9,21,7,3.0,10,14,1.5,5,3,488,56.4,40.39,1.08,2.099,-2.52,-58.68,1.1377,436,49.5,-123.84,0.79,2.191,-2.714,-146.53,-0.9949,220,55.9,4.86,1.02,1.781,-2.209,-33.59,0.2241,0.3668999999999999,-78.59
9,34,7,2.0,14,20,1.5,5,3,466,54.5,-18.89,0.96,2.027,-2.517,-70.8,-0.3921,419,53.0,-61.04,0.89,2.14,-2.722,-121.73,-0.6742,202,57.4,19.57,1.1,1.84,-2.255,-22.77,1.427,0.3607,-60.36000000000001
13,21,10,3.0,10,20,1.5,5,3,484,56.0,19.11,1.04,2.052,-2.521,-64.96,0.4681,429,51.0,-95.22,0.83,2.159,-2.705,-127.15,-0.9342,214,57.0,14.92,1.07,1.788,-2.208,-29.63,0.8208,0.35469999999999996,-61.19
9,34,7,2.0,14,20,1.5,6,5,80,56.2,8.72,1.1,2.159,-2.526,-24.16,0.5947,54,55.6,2.08,1.03,2.255,-2.732,-21.56,0.1482,19,47.4,-5.72,0.74,1.799,-2.191,-14.85,-0.3929,0.35,5.080000000000001
9,21,7,2.0,10,20,1.5,4,5,633,57.5,50.0,1.07,2.002,-2.524,-48.77,1.6989,625,52.8,-130.97,0.84,2.087,-2.778,-163.84,-1.02,312,54.5,-10.4,0.97,1.79,-2.216,-46.2,-0.3291,0.34980000000000006,-91.37
13,21,7,3.0,14,20,1.2,6,3,108,55.6,-3.7,0.97,1.952,-2.517,-32.6,-0.1662,76,57.9,11.83,1.14,2.227,-2.692,-23.89,0.8539,30,50.0,-4.5,0.87,1.928,-2.227,-16.24,-0.3386,0.34909999999999997,3.629999999999999
13,21,7,2.0,14,14,1.2,5,3,524,55.0,-3.47,0.99,2.046,-2.512,-69.76,-0.0756,460,53.3,-70.15,0.88,2.097,-2.716,-132.0,-0.7113,225,57.3,17.43,1.08,1.814,-2.255,-25.15,1.133,0.34609999999999996,-56.190000000000005
13,34,7,3.0,14,14,1.5,4,3,723,55.5,-5.93,0.99,1.998,-2.507,-119.46,-0.076,692,51.0,-164.22,0.82,2.168,-2.742,-185.35,-1.0956,332,56.9,21.16,1.07,1.804,-2.236,-22.38,1.5143,0.3427,-148.99
13,21,7,2.0,14,20,1.2,4,5,631,57.1,54.13,1.08,2.049,-2.522,-56.97,1.5826,620,51.5,-162.83,0.8,2.089,-2.755,-174.57,-1.1288,312,55.1,-3.18,0.99,1.787,-2.219,-41.95,-0.1137,0.34009999999999996,-111.88000000000002
13,34,7,3.0,10,14,1.5,4,3,722,55.0,-18.35,0.98,2.008,-2.509,-121.24,-0.2274,698,50.4,-177.17,0.81,2.198,-2.748,-191.64,-1.1257,332,56.3,23.01,1.07,1.854,-2.232,-21.79,1.6911,0.3380000000000001,-172.51
13,21,14,2.0,10,14,1.2,5,5,471,54.8,-0.62,1.0,2.071,-2.511,-76.22,-0.0124,445,52.8,-112.98,0.8,1.947,-2.716,-151.2,-0.9097,206,56.8,18.93,1.1,1.842,-2.209,-25.01,1.2511,0.3290000000000002,-94.67000000000002
9,21,7,3.0,10,20,1.5,5,3,482,56.8,28.33,1.05,2.024,-2.53,-46.78,0.9802,426,50.7,-106.12,0.81,2.141,-2.708,-133.2,-0.9693,220,55.9,7.73,1.04,1.796,-2.198,-39.08,0.3118,0.32269999999999993,-70.06
9,21,14,2.0,14,20,1.5,6,5,87,56.3,3.84,1.04,2.011,-2.492,-25.15,0.2392,61,55.7,6.5,1.09,2.344,-2.711,-23.58,0.4485,20,50.0,-4.78,0.78,1.727,-2.205,-14.32,-0.3666,0.3211,5.56
9,34,10,2.0,14,20,1.5,5,3,470,53.8,-33.12,0.94,2.023,-2.511,-82.48,-0.5733,422,53.3,-53.63,0.9,2.141,-2.718,-123.99,-0.5919,204,57.4,20.74,1.11,1.85,-2.25,-23.5,1.4736,0.3084,-66.01
13,21,10,2.0,10,20,1.2,5,5,470,54.5,-11.61,0.98,2.049,-2.505,-75.33,-0.2298,428,53.7,-73.44,0.86,2.012,-2.708,-114.34,-0.8448,204,56.4,18.74,1.1,1.857,-2.189,-22.25,1.3816,0.30699999999999994,-66.31
9,34,14,3.0,14,14,1.5,5,3,474,55.5,33.45,1.06,2.13,-2.496,-50.4,1.076,435,52.0,-87.62,0.85,2.13,-2.723,-116.18,-0.9613,218,55.0,4.03,1.02,1.845,-2.218,-33.74,0.183,0.2977,-50.14
9,34,14,3.0,14,14,1.5,4,3,721,55.2,7.78,1.01,2.05,-2.502,-101.82,0.1186,702,52.0,-142.8,0.85,2.158,-2.762,-185.85,-0.9834,331,56.5,20.19,1.06,1.83,-2.237,-27.89,1.1622,0.2973999999999999,-114.83000000000001
9,21,7,2.0,10,14,1.5,4,5,630,57.3,41.43,1.06,1.993,-2.521,-55.19,1.2307,624,53.5,-99.92,0.88,2.115,-2.78,-134.12,-0.9946,309,55.3,1.43,1.0,1.809,-2.231,-41.62,0.0524,0.28849999999999987,-57.06
13,34,7,2.0,14,20,1.2,4,5,629,56.0,32.19,1.05,2.076,-2.522,-83.54,0.6213,601,52.2,-136.81,0.83,2.08,-2.752,-147.41,-1.1604,302,57.0,18.16,1.06,1.785,-2.222,-35.71,0.8255,0.2863999999999999,-86.46000000000001
13,34,14,3.0,14,20,1.2,4,3,721,56.7,46.9,1.06,2.032,-2.514,-86.94,0.8859,700,51.4,-148.61,0.84,2.189,-2.754,-175.43,-1.0731,336,55.4,9.82,1.03,1.866,-2.248,-32.44,0.4697,0.2825000000000001,-91.89000000000001
9,34,14,2.0,10,14,1.2,6,3,106,53.8,4.68,1.04,2.232,-2.501,-30.61,0.2362,73,57.5,7.43,1.09,2.164,-2.692,-22.16,0.5503,38,47.4,-12.56,0.71,1.739,-2.193,-24.99,-0.5084,0.2781,-0.45000000000000107
13,34,7,2.0,10,14,1.5,6,5,77,55.8,7.67,1.09,2.163,-2.511,-28.78,0.4373,57,56.1,3.78,1.06,2.196,-2.66,-18.36,0.3225,30,50.0,-7.29,0.78,1.749,-2.235,-16.75,-0.482,0.27780000000000005,4.159999999999999
13,21,7,2.0,10,14,1.5,5,3,496,54.4,-6.98,0.99,2.081,-2.517,-82.7,-0.1272,440,54.1,-48.99,0.91,2.112,-2.731,-105.9,-0.6435,211,57.3,16.85,1.08,1.796,-2.227,-26.51,1.0447,0.274,-39.12
13,21,10,3.0,10,14,1.5,5,3,488,54.9,15.23,1.03,2.115,-2.507,-86.24,0.2779,439,50.3,-107.2,0.82,2.186,-2.708,-135.97,-0.9629,216,57.4,14.31,1.07,1.76,-2.216,-24.13,0.959,0.2739999999999999,-77.66
9,21,14,2.0,10,14,1.5,6,5,83,56.6,7.18,1.08,2.073,-2.507,-27.83,0.4211,65,55.4,4.81,1.06,2.257,-2.637,-24.16,0.3155,30,50.0,-6.5,0.8,1.749,-2.183,-15.74,-0.4668,0.26979999999999993,5.489999999999998
13,21,7,2.0,10,20,1.2,6,5,101,55.4,2.86,1.02,2.092,-2.54,-20.89,0.2078,72,58.3,8.45,1.1,2.158,-2.74,-25.01,0.567,34,50.0,-9.33,0.75,1.646,-2.195,-18.57,-0.5364,0.23839999999999995,1.9799999999999986
13,21,14,3.0,14,14,1.2,6,3,111,51.4,-11.7,0.91,2.145,-2.481,-33.4,-0.4699,80,60.0,13.66,1.16,2.106,-2.732,-22.31,1.0839,30,50.0,-4.6,0.86,1.913,-2.219,-14.43,-0.3853,0.22870000000000013,-2.639999999999999
13,21,10,2.0,10,20,1.2,6,3,105,56.2,3.68,1.03,2.039,-2.535,-23.2,0.2449,75,57.3,8.94,1.1,2.245,-2.737,-29.39,0.5098,34,50.0,-9.33,0.75,1.646,-2.195,-18.57,-0.5364,0.21830000000000005,3.289999999999999
9,21,10,3.0,10,14,1.5,5,3,484,55.8,31.66,1.06,2.109,-2.513,-62.09,0.8278,438,49.8,-119.11,0.8,2.192,-2.713,-148.54,-0.9549,218,56.4,6.33,1.03,1.765,-2.218,-28.57,0.3447,0.21760000000000002,-81.12
13,21,7,3.0,14,20,1.2,6,5,107,56.1,-1.27,0.99,1.952,-2.519,-32.6,-0.0583,75,57.3,7.97,1.09,2.189,-2.692,-27.75,0.4763,29,51.7,-2.1,0.93,1.928,-2.216,-13.85,-0.2004,0.2176,4.6
9,21,14,2.0,10,14,1.2,5,3,538,55.8,12.03,1.02,2.035,-2.514,-69.65,0.2705,497,52.7,-106.69,0.83,2.042,-2.731,-143.49,-0.9402,238,56.7,14.16,1.06,1.804,-2.228,-25.59,0.8861,0.21640000000000004,-80.5
